date,channel,viewing_min,devices_used,location_count,trp_value,is_fake,device_id,ip_address,session_duration,channel_switches,watch_pattern_score,device_behavior_score,region,time_of_day
2025-01-02,StarTV,34,179,3650,9.040899458377847,1,D8555,192.168.222.81,32,1,80,92,Bangalore,Afternoon
2025-01-02,ZeeTV,105,139,2934,8.09846849644454,0,D4073,192.168.180.107,175,10,36,64,Mumbai,Night
2025-01-02,SunTV,82,126,2773,9.02852256229677,0,D2021,192.168.187.189,92,3,31,66,Bangalore,Morning
2025-01-02,ABPNews,48,125,2882,8.729455069170102,0,D4843,192.168.35.85,43,14,30,25,Hyderabad,Night
2025-01-02,NDTV,15,178,3449,9.51909920689557,1,D8989,192.168.154.169,72,1,96,87,Delhi,Evening
2025-01-02,IndiaTV,66,140,2930,9.16851138271204,0,D7873,192.168.27.16,68,7,43,28,Bangalore,Evening
2025-01-02,CNNNews18,41,159,3565,9.882748400959324,1,D6675,192.168.34.164,61,1,86,91,Bangalore,Night
2025-01-02,TimesNow,28,167,3440,8.51395647338883,1,D1161,192.168.183.99,19,0,82,92,Kolkata,Night
2025-01-02,RepublicTV,59,200,3538,10.164397906310397,1,D5297,192.168.236.147,113,1,78,99,Hyderabad,Morning
2025-01-02,TV9,46,166,3541,8.65802564063044,1,D1995,192.168.252.185,110,0,81,88,Chennai,Afternoon
2025-01-02,Asianet,32,182,3839,9.869174289961984,1,D8629,192.168.212.122,82,1,97,94,Mumbai,Morning
2025-01-02,Colors,33,155,3563,9.240420814390006,1,D2016,192.168.160.23,138,1,77,98,Delhi,Night
2025-01-02,SonyTV,34,168,3596,10.01752827933094,1,D8869,192.168.118.63,83,0,82,85,Kolkata,Midnight
2025-01-02,StarPlus,61,175,3840,9.443756656730269,1,D7439,192.168.69.224,44,1,87,82,Mumbai,Night
2025-01-02,ZeeCinema,35,180,3869,9.532807526126826,1,D8892,192.168.149.195,77,1,87,98,Delhi,Evening
2025-01-02,StarMovies,2,199,3541,9.576553427771737,1,D7863,192.168.226.80,31,1,90,85,Kolkata,Evening
2025-01-02,HBO,51,184,3667,9.9439948183551,1,D8916,192.168.233.59,60,0,90,96,Chennai,Midnight
2025-01-02,Discovery,84,121,2969,8.821172978269002,0,D9529,192.168.152.17,79,10,55,29,Hyderabad,Morning
2025-01-02,NationalGeographic,30,163,3665,10.10453942413981,1,D1878,192.168.38.77,13,1,77,91,Bangalore,Evening
2025-01-02,AnimalPlanet,75,166,3621,9.171424951754904,1,D5887,192.168.91.203,80,0,89,91,Delhi,Evening
2025-01-02,HistoryTV18,43,146,3725,9.875219552718834,1,D5859,192.168.201.167,161,1,91,95,Hyderabad,Afternoon
2025-01-02,CartoonNetwork,32,177,3429,10.376369120512642,1,D7331,192.168.23.166,103,0,76,83,Delhi,Midnight
2025-01-02,Pogo,35,187,3516,8.87035039506243,1,D9571,192.168.87.225,122,0,91,82,Delhi,Evening
2025-01-02,Nickelodeon,23,183,3439,9.738178145529844,1,D9684,192.168.208.185,53,0,80,86,Bangalore,Evening
2025-01-02,SonyMax,35,162,3641,9.51622183576837,1,D8208,192.168.43.36,56,1,85,83,Kolkata,Evening
2025-01-02,ZeeTelugu,92,121,2823,8.164116929332836,0,D6276,192.168.98.70,206,13,45,64,Hyderabad,Morning
2025-01-02,ETV,34,167,3560,9.731134410736033,1,D3062,192.168.121.124,31,0,80,92,Mumbai,Midnight
2025-01-02,GeminiTV,77,183,3942,9.453733725971476,1,D1064,192.168.79.45,59,0,77,87,Bangalore,Afternoon
2025-01-02,MaaTV,19,163,4072,9.245839959905553,1,D9006,192.168.219.233,18,0,97,83,Mumbai,Evening
2025-01-02,UdayaTV,62,126,2843,8.963991707729663,0,D3568,192.168.223.154,139,6,40,60,Mumbai,Afternoon
2025-01-02,SuryaTV,20,184,3710,9.378604483526289,1,D6463,192.168.138.180,72,1,89,83,Kolkata,Afternoon
2025-01-02,KTV,20,185,3516,8.685749474196477,1,D3027,192.168.152.31,73,0,91,82,Bangalore,Afternoon
2025-01-02,JayaTV,86,130,2853,8.44739151166967,0,D3695,192.168.84.45,188,7,65,63,Kolkata,Midnight
2025-01-02,RajTV,65,182,3408,9.483170634887598,1,D6258,192.168.246.115,114,0,90,89,Chennai,Midnight
2025-01-02,KalaignarTV,21,184,3904,9.248374560561162,1,D6618,192.168.66.76,79,0,95,85,Chennai,Midnight
2025-01-02,DDNews,68,167,3683,9.0508828958526,1,D7736,192.168.242.40,89,1,97,98,Bangalore,Night
2025-01-02,DDNational,76,168,3525,8.958793242424786,1,D1391,192.168.173.182,99,1,90,82,Chennai,Afternoon
2025-01-02,DDSports,34,151,3654,8.765115401307614,1,D6892,192.168.40.217,93,1,99,99,Kolkata,Night
2025-01-02,TenSports,4,192,3613,9.26963595166296,1,D4561,192.168.119.81,50,1,95,93,Bangalore,Morning
2025-01-02,StarSports,78,123,2826,8.803193450617968,0,D7184,192.168.37.100,77,8,18,67,Delhi,Afternoon
2025-01-02,SonySports,29,158,3696,9.106687218581856,1,D4099,192.168.163.211,55,1,95,95,Kolkata,Evening
2025-01-02,Eurosport,44,169,3851,10.165491927870589,1,D7278,192.168.171.57,47,1,85,98,Hyderabad,Afternoon
2025-01-02,CNBC,49,131,2896,8.000050245208323,0,D9392,192.168.65.209,51,2,12,64,Bangalore,Midnight
2025-01-02,BloombergTV,61,119,2828,7.864048120403592,0,D4104,192.168.29.239,169,13,30,30,Hyderabad,Afternoon
2025-01-02,BBCWorld,56,157,3625,8.979705894519713,1,D8215,192.168.9.227,158,1,83,87,Delhi,Morning
2025-01-02,AlJazeera,77,116,2816,8.10755184721375,0,D3454,192.168.60.191,171,8,22,26,Delhi,Midnight
2025-01-02,France24,32,192,3643,9.695445836012528,1,D9996,192.168.243.36,77,1,96,96,Kolkata,Midnight
2025-01-02,VH1,68,171,3659,10.362938401191991,1,D3731,192.168.53.97,180,1,94,95,Chennai,Midnight
2025-01-02,MTV,40,123,2764,8.613470043781971,0,D9154,192.168.192.210,37,14,19,66,Mumbai,Evening
2025-01-03,News24,426,1,936,3.189713124611614,0,D6056,192.168.3.183,522,13,45,16,Chennai,Morning
2025-01-03,StarTV,392,13,645,3.1133559181619206,0,D9110,192.168.53.111,406,2,27,27,Hyderabad,Night
2025-01-03,ZeeTV,398,12,544,3.36415557522934,0,D4840,192.168.90.89,483,7,40,58,Chennai,Evening
2025-01-03,SunTV,405,1,699,2.558637311665171,0,D2028,192.168.63.119,423,11,54,33,Mumbai,Night
2025-01-03,ABPNews,382,2,599,2.667964614835445,0,D8385,192.168.91.245,452,9,49,48,Delhi,Midnight
2025-01-03,NDTV,425,11,460,2.819410641186892,0,D1502,192.168.149.234,518,6,10,23,Chennai,Midnight
2025-01-03,IndiaTV,381,1,588,2.74863674316308,0,D7910,192.168.152.81,499,13,40,45,Hyderabad,Night
2025-01-03,CNNNews18,416,12,635,3.360301115757361,0,D7938,192.168.58.185,430,13,35,29,Bangalore,Afternoon
2025-01-03,TimesNow,411,18,875,3.1436060970642696,0,D5488,192.168.181.44,474,2,25,18,Delhi,Morning
2025-01-03,RepublicTV,427,11,816,3.0597442193294264,0,D1206,192.168.179.76,482,14,47,61,Chennai,Afternoon
2025-01-03,TV9,416,18,609,2.727308472499751,0,D6134,192.168.143.101,452,6,64,60,Hyderabad,Midnight
2025-01-03,Asianet,424,5,508,2.790529994127508,0,D6977,192.168.124.16,431,3,21,46,Mumbai,Night
2025-01-03,Colors,406,1,800,3.0792019653064395,0,D8721,192.168.208.55,451,3,57,31,Hyderabad,Evening
2025-01-03,SonyTV,388,3,779,2.603265206354107,0,D8035,192.168.188.95,432,5,52,19,Hyderabad,Midnight
2025-01-03,StarPlus,393,7,701,2.706139068409417,0,D2484,192.168.78.77,423,13,52,59,Delhi,Midnight
2025-01-03,ZeeCinema,395,11,652,2.2203405151919355,0,D8858,192.168.39.219,465,12,60,53,Delhi,Evening
2025-01-03,StarMovies,395,3,690,2.583984654237772,0,D1863,192.168.20.66,511,5,38,47,Bangalore,Afternoon
2025-01-03,HBO,409,22,894,2.8624627834994056,0,D3790,192.168.135.234,454,11,69,42,Chennai,Afternoon
2025-01-03,Discovery,429,1,658,2.974571564592694,0,D8408,192.168.198.10,541,8,67,27,Kolkata,Afternoon
2025-01-03,NationalGeographic,431,1,502,3.228859157711071,0,D9755,192.168.184.132,491,10,69,18,Chennai,Midnight
2025-01-03,AnimalPlanet,408,1,668,2.8954242347176944,0,D6116,192.168.42.105,450,12,21,42,Hyderabad,Morning
2025-01-03,HistoryTV18,380,5,617,3.557181084546122,0,D7019,192.168.227.227,458,13,14,27,Chennai,Night
2025-01-03,CartoonNetwork,394,13,789,2.5784289251418286,0,D2757,192.168.62.171,424,3,51,42,Delhi,Night
2025-01-03,Pogo,441,4,627,3.2185483816736062,0,D8574,192.168.194.250,492,9,11,73,Delhi,Morning
2025-01-03,Nickelodeon,385,4,665,2.57503757768089,0,D7374,192.168.81.250,407,9,69,59,Chennai,Afternoon
2025-01-03,SonyMax,425,1,377,3.041168622450896,0,D7892,192.168.50.238,471,12,21,71,Mumbai,Night
2025-01-03,ZeeTelugu,402,1,777,2.96384463546385,0,D2678,192.168.55.171,446,9,23,49,Chennai,Afternoon
2025-01-03,ETV,385,7,719,3.2187313364417847,0,D4242,192.168.151.224,426,10,56,54,Hyderabad,Midnight
2025-01-03,GeminiTV,381,9,753,2.944666327006405,0,D5636,192.168.33.59,450,10,63,38,Delhi,Morning
2025-01-03,MaaTV,390,16,442,3.0235333150208343,0,D2059,192.168.129.130,473,11,39,23,Bangalore,Night
2025-01-03,UdayaTV,381,13,778,2.9099388634695056,0,D7668,192.168.137.151,411,8,44,21,Delhi,Midnight
2025-01-03,SuryaTV,395,4,723,3.188484880062643,0,D4157,192.168.142.118,481,6,56,51,Bangalore,Morning
2025-01-03,KTV,372,1,849,3.3681742424605767,0,D6915,192.168.203.128,389,8,69,72,Chennai,Midnight
2025-01-03,JayaTV,432,22,767,3.2353372470125548,0,D3693,192.168.234.17,478,8,26,50,Hyderabad,Midnight
2025-01-03,RajTV,386,17,732,3.3809229175227915,0,D4627,192.168.81.14,442,11,12,36,Hyderabad,Evening
2025-01-03,KalaignarTV,418,18,903,3.419902790435191,0,D6450,192.168.80.207,497,11,18,17,Hyderabad,Afternoon
2025-01-03,DDNews,405,9,749,3.427974883868099,0,D2663,192.168.203.123,489,8,69,22,Mumbai,Night
2025-01-03,DDNational,391,14,771,2.5923797656106364,0,D6592,192.168.15.32,418,9,16,18,Chennai,Midnight
2025-01-03,DDSports,412,1,739,3.1299772627102453,0,D8392,192.168.22.102,531,3,29,57,Mumbai,Midnight
2025-01-03,TenSports,393,11,397,3.3616572536694758,0,D2306,192.168.161.98,392,14,21,56,Bangalore,Midnight
2025-01-03,StarSports,376,10,715,2.887929303194304,0,D7776,192.168.143.162,458,5,16,16,Kolkata,Morning
2025-01-03,SonySports,406,1,562,2.976133359036523,0,D6864,192.168.103.126,457,13,38,67,Mumbai,Evening
2025-01-03,Eurosport,418,1,423,2.6238264733690606,0,D8526,192.168.198.161,514,10,63,60,Hyderabad,Night
2025-01-03,CNBC,429,20,597,2.445950553130756,0,D9901,192.168.67.171,519,5,38,54,Delhi,Afternoon
2025-01-03,BloombergTV,386,17,784,3.2943103923709947,0,D6575,192.168.63.244,495,3,67,20,Kolkata,Evening
2025-01-03,BBCWorld,377,18,767,3.406042629473545,0,D6530,192.168.70.18,476,8,27,71,Hyderabad,Morning
2025-01-03,AlJazeera,389,3,408,3.650326426014272,0,D5413,192.168.195.113,502,7,11,36,Kolkata,Evening
2025-01-03,France24,425,13,556,2.085984007177673,0,D4748,192.168.124.127,487,5,57,17,Chennai,Morning
2025-01-03,VH1,433,5,596,3.512579254573968,0,D1663,192.168.60.75,540,14,20,31,Chennai,Morning
2025-01-03,MTV,385,24,574,2.063841785671191,0,D2998,192.168.106.148,472,9,35,24,Hyderabad,Evening
2025-01-04,News24,8,173,3996,10.482540238232664,1,D8994,192.168.138.207,71,0,92,98,Hyderabad,Night
2025-01-04,StarTV,0,183,3936,10.18333712392626,1,D2495,192.168.173.192,117,1,79,97,Chennai,Morning
2025-01-04,ZeeTV,47,172,3850,10.12780018068526,1,D4304,192.168.80.226,145,1,94,84,Mumbai,Afternoon
2025-01-04,SunTV,9,176,3995,9.705168607610023,1,D4763,192.168.241.240,82,0,80,91,Mumbai,Night
2025-01-04,ABPNews,4,183,4239,9.87531872685429,1,D6232,192.168.203.106,92,0,75,88,Chennai,Midnight
2025-01-04,NDTV,17,163,3919,9.669505291874051,1,D2853,192.168.27.176,130,0,91,83,Hyderabad,Night
2025-01-04,IndiaTV,62,176,3800,9.447838725826683,1,D7585,192.168.162.8,119,0,92,94,Hyderabad,Midnight
2025-01-04,CNNNews18,65,193,3835,9.38084693017054,1,D2291,192.168.90.150,175,0,78,88,Chennai,Night
2025-01-04,TimesNow,47,177,3619,9.910167674417522,1,D4581,192.168.245.121,50,1,91,88,Chennai,Night
2025-01-04,RepublicTV,12,166,4035,10.243671440238984,1,D8554,192.168.151.66,5,1,87,93,Mumbai,Evening
2025-01-04,TV9,58,195,3596,9.093240465058328,1,D8280,192.168.94.214,133,1,79,98,Chennai,Night
2025-01-04,Asianet,48,169,3774,9.320045270096571,1,D2636,192.168.63.65,104,0,96,95,Hyderabad,Night
2025-01-04,Colors,46,172,3875,9.882082282035212,1,D4696,192.168.124.14,107,1,78,88,Hyderabad,Evening
2025-01-04,SonyTV,31,204,3784,10.114876930047249,1,D1698,192.168.24.228,96,1,97,85,Chennai,Midnight
2025-01-04,StarPlus,17,198,3966,8.975329684188878,1,D5737,192.168.99.105,56,1,79,93,Bangalore,Afternoon
2025-01-04,ZeeCinema,6,167,3874,9.180860180768311,1,D1854,192.168.130.133,46,0,83,97,Hyderabad,Night
2025-01-04,StarMovies,5,157,3985,9.39860346280897,1,D9164,192.168.64.182,119,1,87,86,Kolkata,Midnight
2025-01-04,HBO,55,170,3951,9.595556805612768,1,D6855,192.168.18.225,109,1,83,94,Mumbai,Midnight
2025-01-04,Discovery,54,173,3766,9.880714074362134,1,D8392,192.168.105.54,72,0,78,87,Bangalore,Midnight
2025-01-04,NationalGeographic,17,186,4002,10.14946432120147,1,D7528,192.168.221.204,118,1,88,89,Bangalore,Evening
2025-01-04,AnimalPlanet,-1,174,3880,10.317428061313688,1,D6249,192.168.137.226,84,0,96,80,Delhi,Afternoon
2025-01-04,HistoryTV18,53,198,4150,8.984123556749834,1,D6172,192.168.143.104,130,0,76,87,Bangalore,Afternoon
2025-01-04,CartoonNetwork,39,193,3446,10.082100759606048,1,D2707,192.168.173.157,151,0,92,95,Kolkata,Midnight
2025-01-04,Pogo,38,177,3681,9.449847801170677,1,D6791,192.168.14.48,109,0,93,83,Chennai,Afternoon
2025-01-04,Nickelodeon,52,198,3759,10.039969064349654,1,D6535,192.168.138.236,45,0,76,97,Delhi,Afternoon
2025-01-04,SonyMax,24,182,3564,10.601468586286074,1,D5931,192.168.33.164,19,1,83,82,Mumbai,Night
2025-01-04,ZeeTelugu,55,201,3437,10.12155642371999,1,D4510,192.168.157.99,164,1,88,98,Bangalore,Evening
2025-01-04,ETV,45,171,4046,10.702513306679752,1,D1202,192.168.200.210,38,1,86,85,Delhi,Night
2025-01-04,GeminiTV,65,175,3806,9.836524003951933,1,D5218,192.168.18.231,107,1,94,85,Hyderabad,Evening
2025-01-04,MaaTV,1,180,3917,9.28036033162208,1,D9958,192.168.195.70,5,0,79,88,Bangalore,Midnight
2025-01-04,UdayaTV,50,183,3491,10.344429331668996,1,D5389,192.168.114.161,56,1,76,80,Delhi,Morning
2025-01-04,SuryaTV,36,208,4014,9.41400192473182,1,D3327,192.168.95.208,126,1,82,90,Hyderabad,Night
2025-01-04,KTV,56,189,3938,9.452380214147547,1,D9004,192.168.74.150,75,0,98,91,Kolkata,Afternoon
2025-01-04,JayaTV,19,179,3717,9.399757378958451,1,D3931,192.168.35.242,66,0,97,89,Delhi,Night
2025-01-04,RajTV,33,183,3644,10.504551923208746,1,D8777,192.168.150.63,135,0,81,91,Kolkata,Morning
2025-01-04,KalaignarTV,33,181,3865,10.330690444547791,1,D1197,192.168.153.253,73,1,81,80,Kolkata,Morning
2025-01-04,DDNews,27,194,3860,10.087428755160824,1,D8125,192.168.187.223,134,0,82,83,Hyderabad,Evening
2025-01-04,DDNational,50,186,4027,9.500381113702195,1,D2930,192.168.92.5,137,0,94,84,Chennai,Afternoon
2025-01-04,DDSports,34,187,3517,10.526372251776133,1,D7287,192.168.181.166,62,0,96,82,Hyderabad,Afternoon
2025-01-04,TenSports,23,181,3673,10.666923437187268,1,D9800,192.168.189.25,5,0,98,90,Bangalore,Afternoon
2025-01-04,StarSports,14,160,3742,9.592510314375703,1,D5282,192.168.251.98,70,1,98,80,Bangalore,Morning
2025-01-04,SonySports,40,189,3759,9.921136121909257,1,D3511,192.168.11.150,148,1,78,87,Kolkata,Evening
2025-01-04,Eurosport,52,169,3853,8.826895373388622,1,D1659,192.168.136.252,123,0,75,81,Kolkata,Midnight
2025-01-04,CNBC,43,167,3851,10.11459166786539,1,D3811,192.168.83.29,145,1,76,90,Bangalore,Evening
2025-01-04,BloombergTV,0,197,3967,10.42012165807965,1,D8098,192.168.171.221,97,1,78,83,Bangalore,Midnight
2025-01-04,BBCWorld,15,171,3595,9.380770856301922,1,D7546,192.168.108.27,5,0,83,91,Mumbai,Morning
2025-01-04,AlJazeera,69,163,3857,10.140839599952749,1,D2986,192.168.245.55,52,0,77,83,Bangalore,Night
2025-01-04,France24,42,190,3708,9.268630221872868,1,D9338,192.168.208.133,31,1,95,85,Bangalore,Midnight
2025-01-04,VH1,52,168,4002,9.212334399428247,1,D3911,192.168.51.237,112,0,75,85,Delhi,Night
2025-01-04,MTV,52,182,3632,10.127097449029076,1,D2734,192.168.252.13,102,1,79,93,Mumbai,Night
2025-01-05,News24,450,6,870,2.8734258184922226,0,D2843,192.168.41.143,532,9,69,18,Mumbai,Evening
2025-01-05,StarTV,426,6,816,3.0624519748431283,0,D9680,192.168.78.18,427,14,59,28,Bangalore,Evening
2025-01-05,ZeeTV,461,12,749,2.8101365702936585,0,D3976,192.168.49.2,496,5,57,57,Delhi,Midnight
2025-01-05,SunTV,425,17,655,4.205717384219942,0,D2959,192.168.86.107,526,13,54,71,Delhi,Night
2025-01-05,ABPNews,451,1,755,2.8510836106292627,0,D6759,192.168.140.235,522,3,24,31,Hyderabad,Morning
2025-01-05,NDTV,447,1,606,2.949221618777696,0,D7694,192.168.195.47,523,7,11,15,Delhi,Evening
2025-01-05,IndiaTV,474,16,782,3.9319495186817695,0,D3385,192.168.245.247,454,8,32,63,Delhi,Afternoon
2025-01-05,CNNNews18,419,1,656,3.1499837722654607,0,D5736,192.168.88.203,436,3,54,16,Kolkata,Morning
2025-01-05,TimesNow,454,8,851,4.184592445487822,0,D2802,192.168.177.240,475,9,15,32,Kolkata,Morning
2025-01-05,RepublicTV,468,3,798,3.279739257222116,0,D9155,192.168.233.12,532,10,48,17,Hyderabad,Midnight
2025-01-05,TV9,474,2,623,3.3578964763406542,0,D9120,192.168.12.137,490,6,28,70,Kolkata,Afternoon
2025-01-05,Asianet,463,21,723,3.2902532375269256,0,D7616,192.168.58.245,540,7,43,35,Delhi,Afternoon
2025-01-05,Colors,422,10,629,3.112777428851972,0,D6534,192.168.172.230,463,7,46,27,Hyderabad,Afternoon
2025-01-05,SonyTV,433,1,742,3.1178149868241105,0,D5061,192.168.197.235,543,11,68,63,Delhi,Evening
2025-01-05,StarPlus,470,1,755,4.06095794144433,0,D1262,192.168.242.251,479,3,67,61,Kolkata,Afternoon
2025-01-05,ZeeCinema,443,15,769,4.29171824021919,0,D7287,192.168.42.74,504,14,55,41,Bangalore,Morning
2025-01-05,StarMovies,472,10,528,3.277446680247412,0,D9815,192.168.22.79,474,12,32,72,Kolkata,Midnight
2025-01-05,HBO,456,1,653,3.7885367546397255,0,D3049,192.168.172.23,501,2,24,74,Kolkata,Evening
2025-01-05,Discovery,447,1,803,2.8123634010231875,0,D6423,192.168.231.101,428,12,11,17,Mumbai,Night
2025-01-05,NationalGeographic,416,6,606,3.8668625883284937,0,D5548,192.168.161.144,458,6,47,19,Mumbai,Afternoon
2025-01-05,AnimalPlanet,468,1,921,3.0895481663458675,0,D4108,192.168.190.109,452,7,34,71,Bangalore,Evening
2025-01-05,HistoryTV18,464,9,634,3.362147834855352,0,D8158,192.168.178.233,572,13,53,51,Delhi,Midnight
2025-01-05,CartoonNetwork,414,20,914,3.912550875829422,0,D8400,192.168.110.160,467,2,17,52,Bangalore,Night
2025-01-05,Pogo,431,12,837,3.735864375315725,0,D4170,192.168.165.232,519,9,69,62,Mumbai,Morning
2025-01-05,Nickelodeon,462,7,637,3.095577878597091,0,D3255,192.168.183.238,465,6,20,16,Kolkata,Afternoon
2025-01-05,SonyMax,446,1,593,3.4388632537951924,0,D2154,192.168.196.17,484,6,38,44,Mumbai,Afternoon
2025-01-05,ZeeTelugu,435,10,933,2.853100065741491,0,D5499,192.168.85.39,437,9,69,20,Bangalore,Midnight
2025-01-05,ETV,446,4,572,3.885871526295937,0,D7295,192.168.40.48,514,9,14,41,Delhi,Evening
2025-01-05,GeminiTV,434,9,865,4.251332306388462,0,D7197,192.168.209.156,435,10,46,27,Mumbai,Evening
2025-01-05,MaaTV,467,3,752,3.588717211249048,0,D2648,192.168.76.178,490,12,29,19,Bangalore,Night
